filename,Latitude,Longitude,Depth,sample_type,Cruise,Instrument,tag1,tag2,tag3
D20240406T111414_IFCB206,35.907,-75.227,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T113808_IFCB206,35.926,-75.294,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T120202_IFCB206,35.932,-75.313,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T122557_IFCB206,35.931,-75.313,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T124952_IFCB206,35.93,-75.313,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T131346_IFCB206,35.935,-75.311,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T133740_IFCB206,35.935,-75.311,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T140134_IFCB206,35.941,-75.258,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T142528_IFCB206,35.944,-75.217,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T144923_IFCB206,35.94,-75.193,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T151317_IFCB206,35.95,-75.186,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T153712_IFCB206,35.996,-75.142,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T160106_IFCB206,36.033,-75.085,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T162501_IFCB206,36.071,-75.028,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T164856_IFCB206,36.118,-74.996,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T171250_IFCB206,36.168,-74.963,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T173644_IFCB206,36.172,-74.969,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T180038_IFCB206,36.172,-74.969,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T182434_IFCB206,36.173,-74.97,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T184828_IFCB206,36.17,-74.968,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T191222_IFCB206,36.141,-74.962,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T193617_IFCB206,36.108,-74.962,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T200012_IFCB206,36.043,-74.932,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T202407_IFCB206,35.977,-74.896,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T204801_IFCB206,35.941,-74.874,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T211155_IFCB206,35.941,-74.874,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T213550_IFCB206,35.941,-74.861,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240406T215944_IFCB206,35.942,-74.828,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240406T222339_IFCB206,35.942,-74.794,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T224733_IFCB206,35.943,-74.761,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T231127_IFCB206,35.943,-74.76,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T233522_IFCB206,35.943,-74.76,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240406T235916_IFCB206,35.931,-74.761,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T002310_IFCB206,35.93,-74.763,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T004704_IFCB206,35.93,-74.764,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T011059_IFCB206,35.937,-74.765,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T013453_IFCB206,36.003,-74.76,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T015847_IFCB206,35.961,-74.783,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T022241_IFCB206,35.886,-74.809,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T024635_IFCB206,35.814,-74.835,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T031030_IFCB206,35.742,-74.862,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T033424_IFCB206,35.727,-74.869,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T035818_IFCB206,35.728,-74.867,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T042212_IFCB206,35.728,-74.948,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T044608_IFCB206,35.728,-74.962,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T051002_IFCB206,35.728,-74.962,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T053356_IFCB206,35.728,-74.962,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T055750_IFCB206,35.729,-74.954,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T062144_IFCB206,35.729,-74.905,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T064539_IFCB206,35.728,-74.873,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T070933_IFCB206,35.728,-74.873,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T073327_IFCB206,35.728,-74.873,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T075721_IFCB206,35.728,-74.873,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240407T082115_IFCB206,35.751,-74.877,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T084510_IFCB206,35.789,-74.88,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T090904_IFCB206,35.827,-74.882,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T093258_IFCB206,35.85,-74.884,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T095652_IFCB206,35.85,-74.884,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T102047_IFCB206,35.854,-74.882,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T104441_IFCB206,35.892,-74.877,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T110835_IFCB206,35.929,-74.871,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T113229_IFCB206,35.95,-74.866,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240407T115623_IFCB206,35.95,-74.866,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240407T122018_IFCB206,35.95,-74.866,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240407T124412_IFCB206,35.974,-74.855,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T130806_IFCB206,36.007,-74.852,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T133200_IFCB206,36.024,-74.849,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T135554_IFCB206,36.024,-74.849,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T141949_IFCB206,36.04,-74.848,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T144343_IFCB206,36.053,-74.847,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T150737_IFCB206,36.085,-74.856,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T153131_IFCB206,36.095,-74.856,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T155526_IFCB206,36.106,-74.856,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T161920_IFCB206,36.132,-74.854,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T164314_IFCB206,36.16,-74.852,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T170708_IFCB206,36.175,-74.85,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T173103_IFCB206,36.175,-74.85,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T175457_IFCB206,36.172,-74.849,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T181851_IFCB206,36.172,-74.849,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T184245_IFCB206,36.164,-74.852,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T190639_IFCB206,36.121,-74.907,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T193034_IFCB206,36.055,-74.955,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T195428_IFCB206,36.004,-75.029,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T201822_IFCB206,35.953,-75.103,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240407T204216_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T210610_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T213005_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T215359_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T221753_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T224147_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T230542_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T232936_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240407T235330_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T001724_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T004119_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T010513_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T012907_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T015302_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T021656_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T024051_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T030446_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T032840_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T035235_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T041629_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T044025_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T050420_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T052814_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T055208_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T061604_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T063958_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T070352_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T072746_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T075142_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T081536_IFCB206,35.946,-75.117,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240408T083930_IFCB206,35.967,-75.05,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T090324_IFCB206,35.992,-74.972,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T092720_IFCB206,36.016,-74.893,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T095114_IFCB206,36.042,-74.813,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T101508_IFCB206,36.055,-74.78,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T103902_IFCB206,36.052,-74.777,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T110256_IFCB206,36.051,-74.776,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T112651_IFCB206,36.051,-74.776,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T115045_IFCB206,36.051,-74.777,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T121439_IFCB206,36.051,-74.777,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T123833_IFCB206,36.037,-74.763,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T130228_IFCB206,36.04,-74.765,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T132622_IFCB206,36.045,-74.768,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T133627_IFCB206,36.047,-74.77,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T140022_IFCB206,36.053,-74.774,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T142416_IFCB206,36.059,-74.778,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T144810_IFCB206,36.061,-74.782,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T151204_IFCB206,36.054,-74.776,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T153559_IFCB206,36.054,-74.778,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T155953_IFCB206,36.054,-74.778,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T162347_IFCB206,36.038,-74.774,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T231120_IFCB206,36.078,-74.728,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T233514_IFCB206,36.126,-74.663,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240408T235908_IFCB206,36.189,-74.616,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T002302_IFCB206,36.251,-74.57,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T004656_IFCB206,36.31,-74.526,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T011050_IFCB206,36.372,-74.48,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T013445_IFCB206,36.434,-74.437,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T015839_IFCB206,36.499,-74.395,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T022233_IFCB206,36.565,-74.351,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T024628_IFCB206,36.633,-74.307,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T032702_IFCB206,36.749,-74.228,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T035056_IFCB206,36.814,-74.182,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T041450_IFCB206,36.88,-74.13,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T043844_IFCB206,36.948,-74.08,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T050239_IFCB206,37.016,-74.035,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T052633_IFCB206,37.083,-73.989,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T055028_IFCB206,37.148,-73.943,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T061423_IFCB206,37.212,-73.895,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T063817_IFCB206,37.272,-73.849,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T070212_IFCB206,37.333,-73.807,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T072607_IFCB206,37.394,-73.768,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T075001_IFCB206,37.454,-73.729,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T081355_IFCB206,37.511,-73.69,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T083749_IFCB206,37.57,-73.651,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T090144_IFCB206,37.629,-73.61,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T092538_IFCB206,37.688,-73.568,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T094932_IFCB206,37.746,-73.525,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T101326_IFCB206,37.806,-73.486,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T103720_IFCB206,37.867,-73.446,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T110115_IFCB206,37.93,-73.404,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T112509_IFCB206,37.994,-73.357,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T114903_IFCB206,38.057,-73.311,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T121257_IFCB206,38.116,-73.269,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T123652_IFCB206,38.179,-73.224,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T130046_IFCB206,38.25,-73.207,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T132440_IFCB206,38.317,-73.17,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T134834_IFCB206,38.368,-73.108,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T141228_IFCB206,38.414,-73.034,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T143623_IFCB206,38.459,-72.96,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T151656_IFCB206,38.535,-72.838,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T154050_IFCB206,38.581,-72.769,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T160444_IFCB206,38.625,-72.7,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T162838_IFCB206,38.668,-72.63,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T165232_IFCB206,38.713,-72.564,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T171627_IFCB206,38.753,-72.491,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T174021_IFCB206,38.792,-72.42,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T180415_IFCB206,38.831,-72.348,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T182809_IFCB206,38.877,-72.284,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T185204_IFCB206,38.923,-72.219,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T191558_IFCB206,38.967,-72.155,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T193952_IFCB206,39.012,-72.088,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T200346_IFCB206,39.056,-72.018,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T202740_IFCB206,39.1,-71.947,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T205135_IFCB206,39.146,-71.876,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T211529_IFCB206,39.192,-71.804,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T213923_IFCB206,39.237,-71.732,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T220317_IFCB206,39.283,-71.659,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T222711_IFCB206,39.331,-71.587,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T225106_IFCB206,39.377,-71.514,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T231500_IFCB206,39.424,-71.442,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240409T233854_IFCB206,39.468,-71.372,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T000249_IFCB206,39.514,-71.301,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T002645_IFCB206,39.558,-71.228,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T005039_IFCB206,39.604,-71.158,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T011434_IFCB206,39.65,-71.09,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T013828_IFCB206,39.695,-71.019,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T020222_IFCB206,39.74,-70.946,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T022617_IFCB206,39.787,-70.882,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T030651_IFCB206,39.907,-70.883,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T033045_IFCB206,39.976,-70.882,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T035440_IFCB206,40.044,-70.883,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T041834_IFCB206,40.113,-70.884,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T044229_IFCB206,40.183,-70.885,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T050623_IFCB206,40.255,-70.884,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T053017_IFCB206,40.329,-70.881,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T055411_IFCB206,40.402,-70.88,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T061805_IFCB206,40.474,-70.88,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T064159_IFCB206,40.544,-70.881,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T070554_IFCB206,40.617,-70.883,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T072948_IFCB206,40.69,-70.885,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T075342_IFCB206,40.763,-70.887,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T081736_IFCB206,40.835,-70.887,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T084131_IFCB206,40.904,-70.887,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T090525_IFCB206,40.971,-70.886,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T092919_IFCB206,41.038,-70.885,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T095313_IFCB206,41.106,-70.883,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240410T101707_IFCB206,41.174,-70.886,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T105543_IFCB206,41.259,-71.167,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T111939_IFCB206,41.233,-71.242,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T114333_IFCB206,41.193,-71.308,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T120728_IFCB206,41.151,-71.37,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T123122_IFCB206,41.104,-71.428,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T125516_IFCB206,41.056,-71.483,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T131912_IFCB206,41.009,-71.536,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T134307_IFCB206,40.962,-71.584,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T140701_IFCB206,40.916,-71.633,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T143055_IFCB206,40.873,-71.681,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T151129_IFCB206,40.794,-71.763,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T153524_IFCB206,40.747,-71.811,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T155918_IFCB206,40.702,-71.856,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T162312_IFCB206,40.658,-71.904,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T164707_IFCB206,40.618,-71.946,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T171101_IFCB206,40.58,-71.985,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T173456_IFCB206,40.547,-72.014,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T175851_IFCB206,40.523,-72.054,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T182246_IFCB206,40.499,-72.094,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T184641_IFCB206,40.471,-72.141,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T191037_IFCB206,40.443,-72.187,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T193432_IFCB206,40.414,-72.236,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240413T195827_IFCB206,40.384,-72.289,3,underway,AR82,IFCB206,,targetdepth_surface,
